gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3507-3581
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3666-3734
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3811-3885
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.3,36160362-36167539,Leucine-rich repeat domain superfamily,3973-4056
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,1722-1738
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,1836-1956
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,2082-2153
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,2346-2420
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,2538-2609
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,2948-3073
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3076-3109
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3203-3277
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3361-3432
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3512-3586
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3671-3739
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3816-3890
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.4,36160489-36167544,Leucine-rich repeat domain superfamily,3978-4061
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,Leucine-rich repeat domain superfamily,204-319
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,Leucine-rich repeat domain superfamily,445-516
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.5,36160618-36165907,Leucine-rich repeat domain superfamily,709-787
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,3894-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,4016-4235
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,4336-4571
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,4678-5018
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Serine-threonine/tyrosine-protein kinase,3903-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Serine-threonine/tyrosine-protein kinase,4016-4235
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Serine-threonine/tyrosine-protein kinase,4336-4571
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Serine-threonine/tyrosine-protein kinase,4678-4856
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Serine/threonine-protein kinase,4452-4488
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,3894-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,4016-4235
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,4336-4571
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase domain,4678-5018
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,1470-1503
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,1597-1671
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,1755-1826
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,1906-1980
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,2065-2107
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase-like domain superfamily,3852-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase-like domain superfamily,4016-4235
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase-like domain superfamily,4336-4571
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase-like domain superfamily,4678-5054
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,119-132
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,230-350
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,476-547
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,740-814
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,932-1003
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,1342-1467
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase,3912-3919
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Protein kinase,4016-4075
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,2110-2133
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,2210-2284
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,2372-2443
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,2827-2964
BaRT2v18chr3HG123380,BaRT2v18chr3HG123380.6,36160635-36165938,Leucine-rich repeat domain superfamily,3048-3169
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Tetratricopeptide-like helical domain superfamily,927-1248
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Tetratricopeptide-like helical domain superfamily,1494-1764
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,873-975
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,393-498
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1407-1494
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1092-1185
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1197-1296
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1515-1599
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,984-1083
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1626-1701
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1608-1710
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1293-1395
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Tetratricopeptide-like helical domain superfamily,1272-1491
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1089-1224
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Tetratricopeptide-like helical domain superfamily,336-924
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,978-1080
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,768-870
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,558-660
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Tetratricopeptide-like helical domain superfamily,354-1278
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1398-1500
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1188-1290
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1629-1698
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,984-1074
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1515-1593
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1503-1605
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1260-1437
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,1083-1185
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.1,33294773-33299932,Pentatricopeptide repeat,663-765
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Tetratricopeptide-like helical domain superfamily,879-1200
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Tetratricopeptide-like helical domain superfamily,1446-1716
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,825-927
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,345-450
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1359-1446
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1044-1137
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1149-1248
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1467-1551
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,936-1035
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1578-1653
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1560-1662
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1245-1347
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Tetratricopeptide-like helical domain superfamily,1224-1443
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1041-1176
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Tetratricopeptide-like helical domain superfamily,288-876
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,930-1032
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,720-822
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,510-612
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Tetratricopeptide-like helical domain superfamily,306-1230
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1350-1452
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1140-1242
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1581-1650
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,936-1026
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1467-1545
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1455-1557
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1212-1389
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,1035-1137
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.2,33294815-33299884,Pentatricopeptide repeat,615-717
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Tetratricopeptide-like helical domain superfamily,952-1273
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Tetratricopeptide-like helical domain superfamily,1519-1789
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,898-1000
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,418-523
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1432-1519
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1117-1210
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1222-1321
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1540-1624
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1009-1108
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1651-1726
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1633-1735
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1318-1420
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Tetratricopeptide-like helical domain superfamily,1297-1516
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1114-1249
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Tetratricopeptide-like helical domain superfamily,361-949
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1003-1105
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,793-895
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,583-685
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Tetratricopeptide-like helical domain superfamily,379-1303
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1423-1525
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1213-1315
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1654-1723
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1009-1099
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1540-1618
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1528-1630
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1285-1462
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,1108-1210
BaRT2v18chr3HG122970,BaRT2v18chr3HG122970.3,33295651-33299957,Pentatricopeptide repeat,688-790
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,2615-2642
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,2735-2818
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,3234-3273
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,3701-3746
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,4178-4236
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,4357-4424
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.1,36576715-36582957,Folate-sensitive fragile site protein Fra10Ac1,4624-4638
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,2604-2631
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,2724-2807
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,3223-3262
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,3690-3735
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,4167-4225
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,4346-4413
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.10,36577191-36582946,Folate-sensitive fragile site protein Fra10Ac1,4605-4634
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.12,36577195-36582961,Folate-sensitive fragile site protein Fra10Ac1,2619-2646
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.12,36577195-36582961,Folate-sensitive fragile site protein Fra10Ac1,2739-2832
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,2619-2646
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,2739-2822
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,3238-3277
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,3705-3750
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,4182-4240
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,4361-4428
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.13,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,4628-4642
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,2619-2646
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,2739-2822
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,3238-3277
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,3705-3750
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,4182-4240
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,4361-4428
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.14,36577198-36582961,Folate-sensitive fragile site protein Fra10Ac1,4620-4649
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.3,36577103-36582961,Folate-sensitive fragile site protein Fra10Ac1,2619-2646
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.3,36577103-36582961,Folate-sensitive fragile site protein Fra10Ac1,2739-2822
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.3,36577103-36582961,Folate-sensitive fragile site protein Fra10Ac1,3219-3226
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.4,36577132-36582950,Folate-sensitive fragile site protein Fra10Ac1,2608-2635
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.4,36577132-36582950,Folate-sensitive fragile site protein Fra10Ac1,2728-2811
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.4,36577132-36582950,Folate-sensitive fragile site protein Fra10Ac1,3252-3256
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.5,36577145-36582961,Folate-sensitive fragile site protein Fra10Ac1,2619-2646
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.5,36577145-36582961,Folate-sensitive fragile site protein Fra10Ac1,2739-2832
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.6,36577156-36582950,Folate-sensitive fragile site protein Fra10Ac1,2608-2635
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.6,36577156-36582950,Folate-sensitive fragile site protein Fra10Ac1,2728-2811
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.6,36577156-36582950,Folate-sensitive fragile site protein Fra10Ac1,3227-3266
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.6,36577156-36582950,Folate-sensitive fragile site protein Fra10Ac1,3694-3739
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.6,36577156-36582950,Folate-sensitive fragile site protein Fra10Ac1,4350-4366
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.8,36577180-36582961,Folate-sensitive fragile site protein Fra10Ac1,2619-2646
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.8,36577180-36582961,Folate-sensitive fragile site protein Fra10Ac1,2739-2822
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.8,36577180-36582961,Folate-sensitive fragile site protein Fra10Ac1,3234-3247
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.9,36577182-36582950,Folate-sensitive fragile site protein Fra10Ac1,2608-2635
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.9,36577182-36582950,Folate-sensitive fragile site protein Fra10Ac1,2728-2811
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.9,36577182-36582950,Folate-sensitive fragile site protein Fra10Ac1,3227-3266
BaRT2v18chr3HG123480,BaRT2v18chr3HG123480.9,36577182-36582950,Folate-sensitive fragile site protein Fra10Ac1,3694-3749
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Xyloglucan endo-transglycosylase,962-1094
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Xyloglucan endotransglucosylase/hydrolase,76-343
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Xyloglucan endotransglucosylase/hydrolase,536-1103
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Beta-glucanase,623-662
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Beta-glucanase,677-728
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Beta-glucanase,247-301
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Concanavalin A-like lectin/glucanase domain superfamily,163-343
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Concanavalin A-like lectin/glucanase domain superfamily,536-1097
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Glycoside hydrolase family 16,121-343
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Glycoside hydrolase family 16,536-911
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Glycoside hydrolase family 16,196-343
BaRT2v18chr3HG123140,BaRT2v18chr3HG123140.2,35132340-35133618,Glycoside hydrolase family 16,536-887
BaRT2v18chr3HG123370,BaRT2v18chr3HG123370.1,36117125-36120695,Tetratricopeptide-like helical domain superfamily,310-727
BaRT2v18chr3HG123370,BaRT2v18chr3HG123370.1,36117125-36120695,Twin-arginine translocation pathway,112-301
BaRT2v18chr3HG123370,BaRT2v18chr3HG123370.1,36117125-36120695,Tetratricopeptide-like helical domain superfamily,358-631
BaRT2v18chr3HG123370,BaRT2v18chr3HG123370.2,36117221-36120691,Tetratricopeptide-like helical domain superfamily,306-723
BaRT2v18chr3HG123370,BaRT2v18chr3HG123370.2,36117221-36120691,Twin-arginine translocation pathway,108-297
BaRT2v18chr3HG123370,BaRT2v18chr3HG123370.2,36117221-36120691,Tetratricopeptide-like helical domain superfamily,354-627
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.1,36397205-36400472,RING finger and transmembrane domain-containing protein 1/2,228-270
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.1,36397205-36400472,RING finger and transmembrane domain-containing protein 1/2,1123-1291
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.1,36397205-36400472,RING finger and transmembrane domain-containing protein 1/2,1645-1733
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.1,36397205-36400472,RING finger and transmembrane domain-containing protein 1/2,1867-2040
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.2,36397207-36400472,RING finger and transmembrane domain-containing protein 1/2,228-270
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.2,36397207-36400472,RING finger and transmembrane domain-containing protein 1/2,1123-1291
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.2,36397207-36400472,RING finger and transmembrane domain-containing protein 1/2,1645-1733
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.2,36397207-36400472,RING finger and transmembrane domain-containing protein 1/2,1867-2031
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.2,36397207-36400472,RING finger and transmembrane domain-containing protein 1/2,2111-2198
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.3,36397218-36400472,RING finger and transmembrane domain-containing protein 1/2,228-270
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.3,36397218-36400472,RING finger and transmembrane domain-containing protein 1/2,1123-1291
BaRT2v18chr3HG123440,BaRT2v18chr3HG123440.3,36397218-36400472,RING finger and transmembrane domain-containing protein 1/2,1645-1735
BaRT2v18chr3HG123170,BaRT2v18chr3HG123170.1,35210479-35212372,Exostosin,467-1508
BaRT2v18chr3HG123170,BaRT2v18chr3HG123170.1,35210479-35212372,Exostosin-like,296-1691
