gene,transcript,transcript_coordinates,type,coordinates
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,6843-7017
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,7245-7375
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,7453-7541
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,7740-7828
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,7922-8134
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,10294-10371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,25049-25231
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,26469-27323
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,27445-27741
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,28210-28848
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,29410-29557
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,29720-29841
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.5,34535792-34566298,3' utr,29950-30507
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,1-728
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,1113-1196
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,1880-2156
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,2305-2555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,3377-3554
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,3654-3844
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,4734-4834
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,5700-5775
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,6456-6537
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,6679-6751
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,6842-7016
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,7244-7374
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,7452-7540
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,7739-7827
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,7921-8133
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,10293-10370
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,25048-25230
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,26468-27322
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,27444-27740
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,28209-28847
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,29409-29556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,29719-29840
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,exon,29949-30616
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,729-1112
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,1197-1879
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,2157-2304
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,2556-3376
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,3555-3653
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,3845-4733
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,4835-5699
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,5776-6455
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,6538-6678
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,6752-6841
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,7017-7243
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,7375-7451
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,7541-7738
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,7828-7920
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,8134-10292
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,10371-25047
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,25231-26467
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,27323-27443
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,27741-28208
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,28848-29408
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,29557-29718
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,intron,29841-29948
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,5' utr,1-50
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,51-728
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,1113-1196
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,1880-2156
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,2305-2555
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,3377-3554
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,3654-3844
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,4734-4834
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,5700-5775
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,6456-6537
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,6679-6751
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,6842-7016
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,7244-7374
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,7452-7540
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,7739-7827
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,7921-8133
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,10293-10370
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,25048-25230
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,26468-27322
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,27444-27740
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,28209-28847
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,29409-29556
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,29719-29840
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,coding_region,29949-30311
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.6,34535793-34566408,3' utr,30312-30616
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,1-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,2300-2550
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,3372-3559
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,3649-3839
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,4729-4829
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,5695-5770
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,6240-6371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,6451-6532
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,6674-6746
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,6837-7011
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,7239-7369
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,7447-7535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,7734-7822
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,7916-8128
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,10288-10365
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,25043-25225
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,26463-27317
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,27439-27735
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,28204-28842
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,29404-29551
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,29714-29835
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,29944-29971
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,exon,30063-30501
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,724-1107
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,1192-1874
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,2152-2299
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,2551-3371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,3560-3648
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,3840-4728
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,4830-5694
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,5771-6239
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,6372-6450
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,6533-6673
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,6747-6836
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,7012-7238
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,7370-7446
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,7536-7733
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,7823-7915
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,8129-10287
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,10366-25042
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,25226-26462
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,27318-27438
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,27736-28203
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,28843-29403
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,29552-29713
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,29836-29943
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,intron,29972-30062
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,5' utr,1-45
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,coding_region,46-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,coding_region,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,coding_region,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,coding_region,2300-2550
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,coding_region,3372-3554
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,3555-3559
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,3649-3839
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,4729-4829
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,5695-5770
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,6240-6371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,6451-6532
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,6674-6746
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,6837-7011
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,7239-7369
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,7447-7535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,7734-7822
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,7916-8128
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,10288-10365
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,25043-25225
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,26463-27317
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,27439-27735
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,28204-28842
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,29404-29551
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,29714-29835
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,29944-29971
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.7,34535798-34566298,3' utr,30063-30501
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,1-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,2300-2550
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,3378-3549
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,3649-3839
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,4729-4829
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,5695-5770
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,6240-6371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,6451-6532
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,6674-6746
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,6837-7011
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,7239-7369
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,7447-7535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,7734-7822
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,7916-8128
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,10288-10365
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,25043-25225
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,26463-27317
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,exon,27439-27758
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,724-1107
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,1192-1874
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,2152-2299
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,2551-3377
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,3550-3648
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,3840-4728
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,4830-5694
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,5771-6239
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,6372-6450
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,6533-6673
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,6747-6836
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,7012-7238
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,7370-7446
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,7536-7733
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,7823-7915
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,8129-10287
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,10366-25042
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,25226-26462
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,intron,27318-27438
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,5' utr,1-45
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,46-723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,1108-1191
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,1875-2151
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,2300-2550
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,3378-3549
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,3649-3839
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,4729-4829
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,5695-5770
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,6240-6371
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,6451-6532
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,6674-6746
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,6837-7011
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,7239-7369
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,7447-7535
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,7734-7822
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,7916-8128
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,10288-10365
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,25043-25225
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,26463-27317
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,coding_region,27439-27741
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.8,34535798-34563555,3' utr,27742-27758
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,1-85
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,769-1045
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,1194-1444
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,2272-2443
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,2543-2733
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,3623-3723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,4589-4664
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,5134-5265
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,5345-5426
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,5568-5640
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,5731-5905
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,6133-6429
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,6628-6716
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,6810-7022
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,9182-9259
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,23937-24119
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,25357-26211
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,26333-26629
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,27098-27736
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,28298-28445
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,28608-28729
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,exon,28838-29505
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,86-768
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,1046-1193
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,1445-2271
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,2444-2542
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,2734-3622
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,3724-4588
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,4665-5133
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,5266-5344
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,5427-5567
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,5641-5730
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,5906-6132
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,6430-6627
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,6717-6809
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,7023-9181
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,9260-23936
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,24120-25356
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,26212-26332
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,26630-27097
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,27737-28297
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,28446-28607
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,intron,28730-28837
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,5' utr,1-85
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,5' utr,769-1045
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,5' utr,1194-1444
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,5' utr,2272-2443
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,5' utr,2543-2707
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,coding_region,2708-2733
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,coding_region,3623-3692
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,3693-3723
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,4589-4664
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,5134-5265
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,5345-5426
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,5568-5640
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,5731-5905
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,6133-6429
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,6628-6716
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,6810-7022
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,9182-9259
BaRT2v18chr3HG123090,BaRT2v18chr3HG123090.9,34536904-34566408,3' utr,23937-24119
